Path,Coverage,SHA,Content_SHA256,Limit
src/nexus_ai_agent/agent/approval.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,ae93862860b6ce11fc3cce7304e8707701aeab378e7c860c31c0fbd3e882bde8,Not exhaustive behavioral review
src/nexus_ai_agent/agent/feedback.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c5f18d26acbdde79da19598e22c051c77e76ae698685c7a11351af756d34cb64,Not exhaustive behavioral review
src/nexus_ai_agent/agent/self_monitor.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,666e9ba4cf000514023973b1890f13ffb9a6790742dacea5b663aff000cca5fa,Not exhaustive behavioral review
src/nexus_ai_agent/agent/updater.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,b993f109ef60377ed3d1cf3457ba38807b61eb81bbcd6d540778434da1596685,Not exhaustive behavioral review
src/nexus_ai_agent/agents/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,Not exhaustive behavioral review
src/nexus_ai_agent/agents/base.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4be805322b26d32200ecec55da2377c1c2ab5dd9b8029c7caa793caf29120f82,Not exhaustive behavioral review
src/nexus_ai_agent/agents/chat_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,a82a1469647d0761b22eb9516be1a6f2686c958a7a653cf7fa74e047c0189e5a,Not exhaustive behavioral review
src/nexus_ai_agent/agents/executor_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,32aae2e68531b16a59f3df89ed5640390d65566f5a7756d4d45858890c87687f,Not exhaustive behavioral review
src/nexus_ai_agent/agents/gemma_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8240fe0f2441017b1fa083b95c1d8dbd69e6d8f740fb3fa53223acf5926911d2,Not exhaustive behavioral review
src/nexus_ai_agent/agents/phi_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,d1cae0355677754b008ea4b9294b5bc0e699fe2773757599c4c66a3efa5f85c3,Not exhaustive behavioral review
src/nexus_ai_agent/agents/planner_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,015efce0178bff816e7030faa94e8b620081d8ee8101c3e1bfaf589940faa2a3,Not exhaustive behavioral review
src/nexus_ai_agent/agents/qwen_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4a149e36286d206159472ba83ab692802055f6242eee5ad4a6b42a70e015889d,Not exhaustive behavioral review
src/nexus_ai_agent/agents/store/agent_manager.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,e8629ab8490f8dd60238a0f99b265bce8bd3adcc404643fd22fa0440568917b3,Not exhaustive behavioral review
src/nexus_ai_agent/agents/store/base_agent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,46ced24fbaa1885c7470488aabf516c4c028903fd1b222694d246511cc137a5a,Not exhaustive behavioral review
src/nexus_ai_agent/agents/store/specialized_agents.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,2cb9803c5fbb6c5d76511ae6310b70969a3dd2b73ebf34f7adf7e9fdbd189b8c,Not exhaustive behavioral review
src/nexus_ai_agent/api/app.py,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,9c78c9605fda250c6a040c994816a301452ebaf1d49322bf07158fbddaa23f3e,Not exhaustive behavioral review
src/nexus_ai_agent/api/dashboard.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6ce4b3b8bf1a6b79d9f06d0e93deb84766796fb04ed1e31168f2c50438c396ac,Not exhaustive behavioral review
src/nexus_ai_agent/application/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,e339dce6d9cf3dc181164a5a6d34021cb33504737c9605840e5b4bae09d3d71b,Not exhaustive behavioral review
src/nexus_ai_agent/application/image_generation.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,fa47b08c5265eaf276d2a90bc87b992377c77da51febe61d0728dd37fbe22efe,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,875cee3c76e39124841b5d7df73e0ef554bfbad4abae111bf6005c392bda8351,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/caption_engine.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4274c30e8e7d2a5c20ce0d4082281c0d5afde01f0d7a636616b48be21ebe98a1,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/checkpoint_lifecycle.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,dcea580071841ab81201c1d963a44d9c9f0eec8f31ee4ccaf950929d873a3e5d,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/conversation_store.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,b82c396a3cbceed584bedaf619dd80424a0db188c5c9a6be12491c07e5036ef1,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/job_queue.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,5da7a600258fc1534e875fd2f7fdd7d102518fae2e13ab649daac57d47b46504,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/llm.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4ff632788f2741203aafcd3d299171ac27cbe802a333cda6af47209c4e2dc8e5,Not exhaustive behavioral review
src/nexus_ai_agent/application/ports/object_storage.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,7da67c94243cb88437291922af64d254d63d3a6e6f167105635742f7587b9b63,Not exhaustive behavioral review
src/nexus_ai_agent/bot/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,Not exhaustive behavioral review
src/nexus_ai_agent/bot/access_guard.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6764b7b332bd11c347e812ce07472b6975a278735da65044a7c2c2ba0de3fc70,Not exhaustive behavioral review
src/nexus_ai_agent/bot/agent_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,55e61cbabed411d4bf4e8ea8c42638496e29a1312890f2c00bc4414083f4e06d,Not exhaustive behavioral review
src/nexus_ai_agent/bot/app.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,acfa4edeb65d1c323debd137a48e1a2e2f429d3abb22acfeafb182176ad5bff2,Not exhaustive behavioral review
src/nexus_ai_agent/bot/creative_surface.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,24595a0a77eaa4900979f317dac8e761d4e430c1df1666d41c841142818da3ad,Not exhaustive behavioral review
src/nexus_ai_agent/bot/feature_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6a670ed4834c9cbbac9fdf7f171cfac214e06179175f6ccbeabafedf58c8a920,Not exhaustive behavioral review
src/nexus_ai_agent/bot/handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8bd502d7e514ce088dcf528c5863fc646d5fcd86e0ec098ab078a826fd8ea396,Not exhaustive behavioral review
src/nexus_ai_agent/bot/knowledge_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,a9c642366880e3900eff1ab63af1a5bff76d2c07ecb047324db73cccf935f4e0,Not exhaustive behavioral review
src/nexus_ai_agent/bot/memory_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c1761a32c45ba52151e1f858addddd727999d7099e901a46e90adad9d2a3198f,Not exhaustive behavioral review
src/nexus_ai_agent/bot/middleware.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,b609ded4e3c87bc18ca35b4a30f6c8ecafcaa73bdeaeb3cfbc9f512c29a00a43,Not exhaustive behavioral review
src/nexus_ai_agent/bot/monitor_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8826c3aaf146d8205025372d618f3a028267ef10dddb1f7f6405d65c8c79ae1a,Not exhaustive behavioral review
src/nexus_ai_agent/bot/rate_limiter.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,14026ccb794f28aba09047027aac49ed1a1cf82f595101ad5bc56c976febe0e2,Not exhaustive behavioral review
src/nexus_ai_agent/bot/safe_paths.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f4566c48e9afcdd87bded5671719e5474a99dea0425a84789da6e18c0de6d3f3,Not exhaustive behavioral review
src/nexus_ai_agent/bot/slideshow.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,9853e3b55a8be64386e68a238f74ca6048ede98e36616585ff7fa096207720fe,Not exhaustive behavioral review
src/nexus_ai_agent/bot/slideshow_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,5019f3f3050ace8101e0cacaa2bccc7d2d3d9c267644f86f60251d473f9845bf,Not exhaustive behavioral review
src/nexus_ai_agent/bot/slideshow_notify.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,a408eb2ca09e39abeb4beb28b400e25c9a9c83b9094c2f6878c53581e87e90fe,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,9080795ad41a2a0237239e7ae898f2821d2ebeb1280b7367adf42d1bfdc626cf,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/_ptb.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,607992b846a34ebd67a80a71816b46f3cba7a83206882b0301e8ef157bfc740e,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/ads.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6fc7082eb48bd85a1142134cc14c572e2edd88c302d88568a2f638933ad52a78,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/channel_management.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f3d31f39ee6a4431362c11e22d738318c0529992bec85b009a8814725c9ae007,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/docs.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f089ca7d075be8f2e192f3ecbc2e9bebe4a5fbb97770e7703a6630938dc6d1f9,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/gamification.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,b1a65bfd773618f140d8e69539632a1dd093f601a7a450e25331f23578827110,Not exhaustive behavioral review
src/nexus_ai_agent/bot/surface/onboarding.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f34f53ff8437d34875c3cde6f635869d28b2bacd5927eaccd91217652e4c58de,Not exhaustive behavioral review
src/nexus_ai_agent/bot/tool_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,5d2b415549f02125ac4ce7bfdc6ac1ad4ee52213110276a925ec9e5029b7a0b7,Not exhaustive behavioral review
src/nexus_ai_agent/bot/update_handlers.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,2e1d6577ad1b80a63b60c779e40368e5e9733220ccaa1331c4eda728b67d5da1,Not exhaustive behavioral review
src/nexus_ai_agent/bot/webhook.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f6c5b727216d3f6238408dd810cc2837db47712dbb638dffb0894c5a41a6d23a,Not exhaustive behavioral review
src/nexus_ai_agent/cli.py,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,223c86689306add333b346dbacf950c3933237a7b250b7a31bf9c7132dc55528,Not exhaustive behavioral review
src/nexus_ai_agent/config/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,Not exhaustive behavioral review
src/nexus_ai_agent/config/settings.py,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,cae57e705d862b16d2aa14548c2712ca2daec55ea617aff7ca931ce8000a4feb,Not exhaustive behavioral review
src/nexus_ai_agent/continuum/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,391948973e70936f28b2d26a758d65a94fb22e5b6530fe865de941bfb0278e34,Not exhaustive behavioral review
src/nexus_ai_agent/continuum/pack_coverage.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,58dd5502f0835b027579eb84e8db4515f2289ceffef45568e61d6cd7dec06fff,Not exhaustive behavioral review
src/nexus_ai_agent/continuum/snapshot.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8be3d68d8130db0e7ac95e5b98af5aac882b23a3a27b628d6b49409c9341f0d6,Not exhaustive behavioral review
src/nexus_ai_agent/core/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,85fb20cd744576ee78c1635e9794b2cdac0dc1c8c1b017ec7efb0d17a9877aea,Not exhaustive behavioral review
src/nexus_ai_agent/core/async_db.py,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,b847c17bf39020f4aafb61fff4ed1831bc1de965747e9998901c4282bcc6a0f8,Not exhaustive behavioral review
src/nexus_ai_agent/core/http_client.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,27daeecd9a13f037579c6e4a3491c5af3ea8543efc81cd070e62243e6d83893f,Not exhaustive behavioral review
src/nexus_ai_agent/core/instrumentation.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,1ee7884edc01c0960aa562bcc597427657054811db983d92c3168730267710c9,Not exhaustive behavioral review
src/nexus_ai_agent/core/ssrf_guard.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c217c709d92e6767cdbd2f7d5b5467a3f087033c7cfd4ec49190665e396ccf02,Not exhaustive behavioral review
src/nexus_ai_agent/creative/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,13ab4fa5be6d889f676feaf2148e8ef6c092e906f5c81a2950e6a40f74601901,Not exhaustive behavioral review
src/nexus_ai_agent/creative/caption/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4b959e482980e49bbcf58ed09f93562058960f47590a6335b8b5ae0032de627f,Not exhaustive behavioral review
src/nexus_ai_agent/creative/caption/bench.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6dd1c99081b8c47e85ab731dab07c3eb372f691318ee8223f5a240e98e85eb7a,Not exhaustive behavioral review
src/nexus_ai_agent/creative/caption/unavailable_adapter.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,37db3e0ed8380bd75a9a214331932647f2d38d137d11888a0d951647af73159f,Not exhaustive behavioral review
src/nexus_ai_agent/creative/ffmpeg_executor.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,49c038a924ff0a7e40faa93bb8fcd4b2eb9b45457ccd9556bab2088dd7148900,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_gen/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,0d056732fb77a888677b2333a51f7854603b9015b64258e253d73fe817e2fbc0,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_gen/gemini_adapter.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,9daa2961878184aa472db16e9e117696cc745e59830af2cc2a23cd27cca48cac,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_gen/pollinations_adapter.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,11be52b5a4e3f86cc1c99e6452575e753d93b076e36960ef106ad161e7e8bb39,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_gen/provider.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,54deb4c59da5a1af9bf5234b9ae2caeb254ceabcf94e98bb5832d9c654e224d3,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_gen/resilience.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,40ee35c1b688a85558ca3966f2a360b0a7f51ef916a295c0940d338de2770d95,Not exhaustive behavioral review
src/nexus_ai_agent/creative/image_post.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,7aeb1295b7021876dcaaabbd23d5e1554f247f2cc8c525d4d2754a157ccb0a4d,Not exhaustive behavioral review
src/nexus_ai_agent/creative/job_registry.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c37c4b4feca8a79fb6632fbfe27afac82a2cffc52cdca3f0c43206b3e6adef88,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,01de3d72e862299b124a59bead62e6a948d134f7e93b6336671ab50718923e3b,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/audio/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c80b321d9ad4441ef259b243955bfcd161f8833bfee60346eb3ba6053a3a67f3,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/audio/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,3d4621ab397a4728a98ca25bee8209addb3d6c1ecad19ab7309d6bf70bce2080,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/audio/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,bc5508e72b7002f861b24309e33be7d7d818fed16132c79cc673e5aaed9a3cf9,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/audio/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,5d4ec2011623b372af6f40329bd0b4abf9c3bc15fdfc885006528e7afea77eed,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/caption/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,9907b8e9fb8c37ab4ef516002caaeb7a4fd0c65d66f46c15b071a745ef5c5b85,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/caption/formatters.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4bf4dfb2a1e47d6f208d0f679e458c8a43785d5430427425ba81e103db382a17,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/caption/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,e8903a3e7a1f511597d972e2d579f4549c6a9c304da464dcd6252efa8ac889ec,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/caption/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,d5948b7d721f6f48b5f9d896e41b6be0feb6289ada6a7cfdd2952f4c85fc54ca,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/caption/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,8eb0b043bc286abbcf776a7e3a39cf5648b419f57518a434c099b8b5cbea5b0a,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/delivery/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,ebce447bb78a3343f9abf08f9677101629b7175bea3c4152e55de0cf39bbf5a3,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/delivery/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8c722eec3eb88cf50349d225ada418c13ee6e09ffa9dd21bf64994183c91e44f,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/delivery/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,285dbd2922d729a4dcb0f8a40becf338d36091cd249f78600b39979f417deeb3,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/delivery/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e7459924c5014fa08d9503e683b3dd7d11203b484a56bcdca5bfbf698755d657,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/delivery/signing.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,71658af1f5b6b39e6b0c3dc1d16dd9710562bc81503d6e53cc18cf6d26053587,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/edit/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,090643d43c2538fd968df4a995d4bfb2f09a820d69991b1d42e5fd29de93a0b1,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/edit/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,93f1d49d7f41160993a09743a264f47ba4b6418f27a1dd215e604a6dced39f76,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/edit/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,c6271b7dde39ebe4914aa10db546c5dc1371f4327894653d775abeda997d57f5,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/edit/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,cc25906ed06da82eec29dee4ad7dfe74938d18b941717d498a5ded408c7393f0,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/manifest.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,d262f009032bba96b67ff1bfcb9f4243359489c9730a1abba88edffc7dc87a2e,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/motion/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,4a925fa10c6acce80726a9dd66a72cfa2277fc402f531cc019a8a9a7360e0592,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/motion/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,2045efad425e8deb7c314529cec838f7bfe81b1cf354a04af13d1692f679d649,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/motion/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6c8262caa4cf6ebe6df4f16132d0a16c4f3f347acf7142408a0967a83944de11,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/motion/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f3e997a780efd695de68d3afd9edb3af850b7ce67dd65aa53f8d28c59dde7593,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/registry.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,e2e623359ab47ceb7130eb9eba31ffa6f7c427388c60b387d8ad99631a53fb1b,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/runtime.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,3fb37057c3e09755e86c15d1f4c9594773367c368066a7c4f76f21046cb3ebf2,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f7d11688d31821812af4a99358025d94040722a40547b5c52f8e68eaaedc2ee1,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/models.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,db3064708f56fb91c73c1751f857b1d09fdfd8ec82623893ab8abf163f139d6e,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/operations.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,103333eb5a7f9cc7a3c22d64b33bf8cb3b31603f963c0495ae350c83f8e2ac3d,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/pack.manifest.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,23449f92c085e971d87f64ab6d8a6af5cefd2aa709284253ff33975d4c63945e,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/planning.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,d2e93f907a095344b26445163f94e986189e2e2ddc5d693fca71a1f216504809,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/templates.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,1cd67df2c8b7a6707a3a521a0b7856b0ad82d3d3031830d45604ca867f02976f,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/slideshow/templates/tone_templates.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,de25da4f3860f8578b9fdcccf92432cb468a17f73384540ea88272f39fc0969b,Not exhaustive behavioral review
src/nexus_ai_agent/creative/packs/verify.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,53c2deda4b96e3f3d4f6de0c453a9823a9cf92494d3f7c32479b957a8917ff33,Not exhaustive behavioral review
src/nexus_ai_agent/creative/render_jobs.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,9e4df66951678e5a21ed1e600a47141c3cfeeb96bbd76fcbb625601f69d53705,Not exhaustive behavioral review
src/nexus_ai_agent/creative/rendering/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,afd74ff7539c45d9c640c748614a9f106ef1d16c9ce4c33856dfd2a418c2a3f7,Not exhaustive behavioral review
src/nexus_ai_agent/creative/rendering/bench.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,99638202302274427a73e8ab0c665e97bc1c00021a797a62d3a5210e9b25e770,Not exhaustive behavioral review
src/nexus_ai_agent/creative/rendering/compiler.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,0744ad574d8227b987ae32530a8ac7fa9b3a2831c0680daeb0fb54aa31237997,Not exhaustive behavioral review
